Character,Win,Stage,L-Cancel Successes,L-Cancel Failures,Max Combo,Mean X Distance,Platform_left_ledge,Platform_left_platform,Platform_right_ledge,Platform_right_platform,Platform_top_platform
PEACH,0,FOUNTAIN_OF_DREAMS,0,5,3,0.1677316927768248,0.0,0.0,0.0,1.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,0,5,4,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,33,5,4,0.2490967116684641,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,33,5,1,0.3151785714285714,0.0,0.0,0.0,1.0,0.0
FALCO,0,FOUNTAIN_OF_DREAMS,10,2,2,0.1415739771732129,0.0,1.0,0.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,10,2,4,0.0,0.0,1.0,0.0,0.0,0.0
FALCO,0,BATTLEFIELD,27,2,2,0.1521658832330195,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,27,2,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FALCO,0,DREAM_LAND_N64,39,7,2,0.16966988267827,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,39,7,2,0.0,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,34,5,4,0.1949544679650706,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,34,5,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,46,0,4,0.2370749435378694,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,46,0,4,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
FALCO,1,DREAM_LAND_N64,39,5,4,0.1780813593689802,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,39,5,2,0.3105490196078431,0.0,0.0,0.0,0.0,1.0
POPO,0,BATTLEFIELD,45,0,0,0.188395298899773,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,45,0,1,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
POPO,1,YOSHIS_STORY,91,3,2,0.2588841055079511,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,YOSHIS_STORY,91,3,2,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,47,1,2,0.1203697454978072,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,47,1,1,0.1862053571428571,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,29,3,4,0.1759677794241552,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,29,3,3,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,32,2,4,0.1962886331332873,0.0,1.0,0.0,0.0,0.0
SHEIK,1,YOSHIS_STORY,32,2,3,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,42,4,4,0.2145981344326439,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,42,4,4,0.3139285714285714,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,43,2,4,0.2063785778009463,0.0,0.0,1.0,0.0,0.0
FOX,0,DREAM_LAND_N64,43,2,4,0.0,0.0,0.0,1.0,0.0,0.0
MARTH,0,BATTLEFIELD,46,0,0,0.1813444191845115,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,46,0,1,0.1976785714285714,0.0,0.0,0.0,1.0,0.0
MARTH,0,BATTLEFIELD,58,3,4,0.1685201395880722,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,58,3,2,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
GAME_AND_WATCH,0,BATTLEFIELD,0,0,0,0.227867573051948,0.0,1.0,0.0,0.0,0.0
GAME_AND_WATCH,1,BATTLEFIELD,0,0,0,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
PEACH,1,BATTLEFIELD,25,5,4,0.1531160590820794,0.0,0.0,0.0,0.0,1.0
FOX,0,BATTLEFIELD,25,5,2,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
PEACH,1,FINAL_DESTINATION,40,5,4,0.1628662735601307,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,40,5,1,0.2032520325203252,0.0,0.0,1.0,0.0,0.0
PEACH,0,FINAL_DESTINATION,31,4,2,0.1863756483519945,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,31,4,2,0.2032520325203252,0.0,0.0,1.0,0.0,0.0
FOX,0,BATTLEFIELD,17,1,0,0.1349298169048392,0.0,1.0,0.0,0.0,0.0
DR_MARIO,1,BATTLEFIELD,17,1,0,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,97,19,1,0.1340921761921285,0.0,0.0,0.0,1.0,0.0
DR_MARIO,1,BATTLEFIELD,97,19,1,0.2221875,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,25,7,4,0.174767377896316,0.0,0.0,0.0,1.0,0.0
DR_MARIO,0,BATTLEFIELD,25,7,4,0.1732142857142857,0.0,0.0,0.0,1.0,0.0
FOX,1,FINAL_DESTINATION,28,4,4,0.1814154261536608,1.0,0.0,0.0,0.0,0.0
DR_MARIO,0,FINAL_DESTINATION,28,4,5,0.1172764227642276,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,25,10,0,0.1998462237131719,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,25,10,1,0.1923660714285714,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,32,3,2,0.1957424462619981,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,32,3,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,34,4,2,0.2104515671115103,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,34,4,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
PIKACHU,0,BATTLEFIELD,18,3,1,0.1724133333988521,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,18,3,5,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
PIKACHU,0,YOSHIS_STORY,20,5,7,0.2172299506493918,0.0,1.0,0.0,0.0,0.0
SHEIK,1,YOSHIS_STORY,20,5,2,0.0060120240480961,0.0,0.0,0.0,0.0,1.0
FOX,0,BATTLEFIELD,5,5,4,0.131837119475518,0.0,0.0,0.0,0.0,1.0
FOX,1,BATTLEFIELD,5,5,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,52,7,5,0.2176113533610089,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,52,7,4,0.0,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,46,7,4,0.1770160648734379,0.0,1.0,0.0,0.0,0.0
FOX,0,DREAM_LAND_N64,46,7,4,0.0,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,26,5,4,0.1745432803635521,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,26,5,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,33,3,4,0.2287636115548456,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,33,3,1,0.3139285714285714,0.0,0.0,1.0,0.0,0.0
MARTH,1,FINAL_DESTINATION,51,3,4,0.2081598908242905,1.0,0.0,0.0,0.0,0.0
FOX,0,FINAL_DESTINATION,51,3,2,0.3478455284552845,1.0,0.0,0.0,0.0,0.0
MARTH,1,FINAL_DESTINATION,34,2,4,0.2277301064808613,1.0,0.0,0.0,0.0,0.0
FOX,0,FINAL_DESTINATION,34,2,2,0.3478455284552845,0.0,0.0,1.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,13,5,2,0.2053289305786546,0.0,1.0,0.0,0.0,0.0
SHEIK,0,BATTLEFIELD,13,5,2,0.3178571428571429,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,YOSHIS_STORY,12,1,6,0.2063484193744715,0.0,1.0,0.0,0.0,0.0
SHEIK,1,YOSHIS_STORY,12,1,2,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,18,1,3,0.1745501472692081,0.0,0.0,0.0,0.0,1.0
SHEIK,1,DREAM_LAND_N64,18,1,2,0.0,0.0,0.0,0.0,1.0,0.0
FALCO,1,BATTLEFIELD,24,6,2,0.2226769453160192,0.0,0.0,0.0,1.0,0.0
SHEIK,0,BATTLEFIELD,24,6,1,0.3151785714285714,0.0,0.0,0.0,1.0,0.0
FALCO,0,FOUNTAIN_OF_DREAMS,21,4,1,0.2424195177713856,0.0,0.0,0.0,1.0,0.0
SHEIK,1,FOUNTAIN_OF_DREAMS,21,4,1,0.0,0.0,0.0,1.0,0.0,0.0
FALCO,1,YOSHIS_STORY,27,4,1,0.2217827628511064,0.0,1.0,0.0,0.0,0.0
SHEIK,0,YOSHIS_STORY,27,4,1,0.3272258803320928,0.0,0.0,0.0,1.0,0.0
FALCO,1,BATTLEFIELD,39,3,3,0.24164120088825,0.0,0.0,0.0,0.0,1.0
ZELDA,0,BATTLEFIELD,39,3,4,0.1785714285714285,0.0,0.0,1.0,0.0,0.0
FALCO,0,BATTLEFIELD,32,3,1,0.1075046808790198,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,32,3,2,0.1785714285714285,0.0,0.0,0.0,0.0,1.0
FALCO,0,BATTLEFIELD,48,6,4,0.1471451223101692,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,48,6,4,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
FALCO,0,FINAL_DESTINATION,33,2,4,0.1668179379971365,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,FINAL_DESTINATION,33,2,3,0.2032520325203252,0.0,0.0,1.0,0.0,0.0
FALCO,0,FINAL_DESTINATION,36,0,4,0.1716330375038181,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,FINAL_DESTINATION,36,0,4,0.2032520325203252,1.0,0.0,0.0,0.0,0.0
PIKACHU,1,YOSHIS_STORY,23,1,0,0.1442312364383581,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,23,1,0,0.2277125679931291,0.0,0.0,1.0,0.0,0.0
PIKACHU,1,BATTLEFIELD,31,2,7,0.2064165441623363,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,31,2,3,0.1732142857142857,0.0,0.0,0.0,1.0,0.0
PIKACHU,0,FOUNTAIN_OF_DREAMS,21,5,3,0.1848185628261742,0.0,0.0,0.0,0.0,1.0
FOX,1,FOUNTAIN_OF_DREAMS,21,5,4,0.0,0.0,1.0,0.0,0.0,0.0
PIKACHU,1,FINAL_DESTINATION,17,0,5,0.2643576112077893,1.0,0.0,0.0,0.0,0.0
FOX,0,FINAL_DESTINATION,17,0,3,0.111910569105691,1.0,0.0,0.0,0.0,0.0
PIKACHU,0,YOSHIS_STORY,29,2,7,0.2066273799089141,0.0,0.0,0.0,0.0,1.0
FOX,1,YOSHIS_STORY,29,2,4,0.3225880332092757,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,47,3,4,0.1912123259046985,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,47,3,4,0.0,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,25,3,4,0.1678359312074394,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,25,3,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,21,3,6,0.1786903027165361,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,21,3,4,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
FOX,0,FOUNTAIN_OF_DREAMS,34,7,4,0.1615206479693183,0.0,1.0,0.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,34,7,4,0.0,0.0,1.0,0.0,0.0,0.0
FALCO,0,DREAM_LAND_N64,41,0,1,0.158545805671763,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,41,0,4,0.0,0.0,0.0,0.0,1.0,0.0
FALCO,1,YOSHIS_STORY,18,2,2,0.2232976093403753,0.0,0.0,0.0,0.0,1.0
FOX,0,YOSHIS_STORY,18,2,4,0.4242771256799314,0.0,0.0,0.0,0.0,1.0
FALCO,0,BATTLEFIELD,34,4,4,0.173005667488651,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,34,4,4,0.3151785714285714,0.0,0.0,0.0,1.0,0.0
FALCO,1,BATTLEFIELD,29,0,2,0.1966018390435203,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,29,0,4,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
MARTH,1,FOUNTAIN_OF_DREAMS,61,3,2,0.1957041869775146,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,FOUNTAIN_OF_DREAMS,61,3,8,0.0330062893081761,0.0,1.0,0.0,0.0,0.0
MARTH,1,DREAM_LAND_N64,91,6,2,0.1709514593226134,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,DREAM_LAND_N64,91,6,7,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,1,DREAM_LAND_N64,38,3,2,0.2038416967397587,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,DREAM_LAND_N64,38,3,5,0.3618823529411765,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,39,4,4,0.2167527146271564,0.0,1.0,0.0,0.0,0.0
FOX,0,DREAM_LAND_N64,39,4,4,0.1827450980392156,0.0,0.0,0.0,1.0,0.0
FOX,1,FINAL_DESTINATION,26,4,4,0.2339616645144013,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,26,4,4,0.04130081300813,0.0,0.0,1.0,0.0,0.0
FOX,0,BATTLEFIELD,19,1,4,0.2162909767316017,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,19,1,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,52,5,4,0.2125449835565726,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,52,5,4,0.3139285714285714,0.0,0.0,0.0,1.0,0.0
YOSHI,1,BATTLEFIELD,50,1,3,0.1791768543115802,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,50,1,3,0.1447767857142857,0.0,1.0,0.0,0.0,0.0
YOSHI,1,DREAM_LAND_N64,47,2,3,0.168407397949412,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,47,2,4,0.0,0.0,1.0,0.0,0.0,0.0
YOSHI,1,FINAL_DESTINATION,50,1,2,0.2177833225273642,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,50,1,3,0.3034552845528455,0.0,0.0,1.0,0.0,0.0
FALCO,1,BATTLEFIELD,23,1,6,0.1910665082565284,0.0,1.0,0.0,0.0,0.0
SHEIK,0,BATTLEFIELD,23,1,2,0.3178571428571429,0.0,0.0,0.0,1.0,0.0
FALCO,1,YOSHIS_STORY,22,5,2,0.2353810099901361,0.0,0.0,0.0,0.0,1.0
SHEIK,0,YOSHIS_STORY,22,5,3,0.281019181219582,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,42,2,2,0.2052034604377528,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,42,2,2,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,76,0,2,0.1934861943561975,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,76,0,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
PEACH,1,BATTLEFIELD,15,6,2,0.2268372930301711,0.0,1.0,0.0,0.0,0.0
PIKACHU,0,BATTLEFIELD,15,6,7,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
PEACH,0,DREAM_LAND_N64,8,3,5,0.2095033994037266,0.0,1.0,0.0,0.0,0.0
PIKACHU,1,DREAM_LAND_N64,8,3,7,0.0,0.0,0.0,0.0,1.0,0.0
PEACH,1,DREAM_LAND_N64,7,0,2,0.1762604556739777,0.0,1.0,0.0,0.0,0.0
PIKACHU,0,DREAM_LAND_N64,7,0,7,0.0,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,23,2,4,0.1860949810073157,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,23,2,3,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,1,DREAM_LAND_N64,39,4,4,0.144828377008541,0.0,0.0,0.0,0.0,1.0
FOX,0,DREAM_LAND_N64,39,4,4,0.0052941176470588,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,10,4,4,0.3049798366513527,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,10,4,8,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,0,FINAL_DESTINATION,32,0,4,0.2263767536516155,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,32,0,4,0.065040650406504,0.0,0.0,1.0,0.0,0.0
PEACH,0,DREAM_LAND_N64,11,3,3,0.1877799387002107,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,11,3,2,0.0,0.0,0.0,0.0,1.0,0.0
PEACH,0,FOUNTAIN_OF_DREAMS,7,3,2,0.1898363622852965,0.0,0.0,1.0,0.0,0.0
CAPTAIN_FALCON,1,FOUNTAIN_OF_DREAMS,7,3,2,0.0,0.0,0.0,0.0,1.0,0.0
PEACH,0,FOUNTAIN_OF_DREAMS,12,2,2,0.1949946059599133,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,FOUNTAIN_OF_DREAMS,12,2,3,0.0,0.0,1.0,0.0,0.0,0.0
MARTH,1,BATTLEFIELD,31,0,4,0.1941123630762209,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,31,0,3,0.3053571428571429,0.0,0.0,0.0,0.0,1.0
MARTH,0,FINAL_DESTINATION,11,2,5,0.1559135621618762,1.0,0.0,0.0,0.0,0.0
FOX,1,FINAL_DESTINATION,11,2,2,0.065040650406504,1.0,0.0,0.0,0.0,0.0
MARTH,0,DREAM_LAND_N64,27,6,4,0.1934021153834934,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,27,6,2,0.3105490196078431,0.0,1.0,0.0,0.0,0.0
MARTH,1,DREAM_LAND_N64,40,4,5,0.2039573525297812,0.0,1.0,0.0,0.0,0.0
FOX,0,DREAM_LAND_N64,40,4,2,0.0,0.0,0.0,0.0,0.0,1.0
YOSHI,0,BATTLEFIELD,69,9,4,0.17174810604276,0.0,1.0,0.0,0.0,0.0
SHEIK,1,BATTLEFIELD,69,9,2,0.3150446428571428,0.0,0.0,0.0,1.0,0.0
YOSHI,1,YOSHIS_STORY,47,3,2,0.2631201328072896,1.0,0.0,0.0,0.0,0.0
SHEIK,0,YOSHIS_STORY,47,3,3,0.3390781563126253,0.0,1.0,0.0,0.0,0.0
YOSHI,1,FINAL_DESTINATION,61,2,2,0.2152788078956694,0.0,0.0,1.0,0.0,0.0
SHEIK,0,FINAL_DESTINATION,61,2,3,0.3566260162601626,1.0,0.0,0.0,0.0,0.0
YOSHI,1,DREAM_LAND_N64,87,5,2,0.180964539227605,0.0,1.0,0.0,0.0,0.0
SHEIK,0,DREAM_LAND_N64,87,5,1,0.3115294117647059,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,36,1,3,0.1769119627170048,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,36,1,2,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,FINAL_DESTINATION,27,2,4,0.2540903567562588,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,27,2,1,0.2439024390243902,0.0,0.0,1.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,76,5,4,0.1983015549102697,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,76,5,2,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,29,1,4,0.1632592846718041,0.0,0.0,0.0,0.0,1.0
SHEIK,1,DREAM_LAND_N64,29,1,3,0.3105490196078431,0.0,0.0,0.0,0.0,1.0
FOX,0,FINAL_DESTINATION,14,0,4,0.2080879435565806,1.0,0.0,0.0,0.0,0.0
SHEIK,1,FINAL_DESTINATION,14,0,5,0.065040650406504,0.0,0.0,1.0,0.0,0.0
ZELDA,1,FINAL_DESTINATION,17,0,3,0.2360859098292113,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,17,0,1,0.0439837398373983,1.0,0.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,38,1,3,0.2182851075494012,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,38,1,1,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,53,11,3,0.2125735204775945,0.0,0.0,0.0,1.0,0.0
YOSHI,0,BATTLEFIELD,53,11,2,0.3150446428571428,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,27,4,4,0.1971981193168921,0.0,1.0,0.0,0.0,0.0
SHEIK,1,BATTLEFIELD,27,4,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,1,FINAL_DESTINATION,31,2,4,0.2579489200432996,1.0,0.0,0.0,0.0,0.0
SHEIK,0,FINAL_DESTINATION,31,2,1,0.355650406504065,0.0,0.0,1.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,25,2,3,0.1925165300204074,0.0,0.0,0.0,1.0,0.0
SHEIK,0,FOUNTAIN_OF_DREAMS,25,2,2,0.3284025157232704,0.0,0.0,1.0,0.0,0.0
ZELDA,1,FOUNTAIN_OF_DREAMS,23,3,4,0.2078822076993043,0.0,1.0,0.0,0.0,0.0
FOX,0,FOUNTAIN_OF_DREAMS,23,3,4,0.3284025157232704,0.0,0.0,0.0,0.0,1.0
MARTH,0,BATTLEFIELD,24,3,4,0.1929897283301907,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,24,3,2,0.0571428571428571,0.0,0.0,0.0,0.0,1.0
MARTH,1,DREAM_LAND_N64,23,3,4,0.2350314627363957,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,23,3,3,0.0,0.0,0.0,0.0,0.0,1.0
MARTH,0,FINAL_DESTINATION,15,1,4,0.2209128694221064,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,15,1,1,0.065040650406504,0.0,0.0,1.0,0.0,0.0
MARTH,1,FOUNTAIN_OF_DREAMS,13,3,5,0.208184761131753,0.0,1.0,0.0,0.0,0.0
FOX,0,FOUNTAIN_OF_DREAMS,13,3,1,0.0,0.0,1.0,0.0,0.0,0.0
YOSHI,1,BATTLEFIELD,38,6,4,0.2004900555127969,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,38,6,3,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
YOSHI,1,BATTLEFIELD,34,3,4,0.1772424486931121,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,34,3,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
YOSHI,0,FINAL_DESTINATION,15,1,4,0.1784307203296217,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,15,1,4,0.065040650406504,1.0,0.0,0.0,0.0,0.0
YOSHI,1,BATTLEFIELD,29,4,4,0.2007109365622374,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,29,4,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
YOSHI,1,FINAL_DESTINATION,30,4,4,0.1786010264572657,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,30,4,1,0.065040650406504,1.0,0.0,0.0,0.0,0.0
YOSHI,1,FINAL_DESTINATION,29,7,4,0.1864228304694779,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,29,7,2,0.065040650406504,0.0,0.0,1.0,0.0,0.0
MARTH,1,BATTLEFIELD,42,11,2,0.197847818042493,0.0,0.0,0.0,0.0,1.0
FALCO,0,BATTLEFIELD,42,11,1,0.3151785714285714,0.0,0.0,0.0,1.0,0.0
MARTH,0,FOUNTAIN_OF_DREAMS,29,19,2,0.1858727673017113,0.0,1.0,0.0,0.0,0.0
FALCO,1,FOUNTAIN_OF_DREAMS,29,19,2,0.0,1.0,0.0,0.0,0.0,0.0
MARTH,0,YOSHIS_STORY,27,9,1,0.1542110525711831,0.0,1.0,0.0,0.0,0.0
FALCO,1,YOSHIS_STORY,27,9,1,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,YOSHIS_STORY,53,11,2,0.2053496798814081,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,53,11,4,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,26,2,1,0.1777639350727339,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,26,2,5,0.0,0.0,0.0,0.0,1.0,0.0
